m_4l
218.56589
140.45146
138.78133
272.18286
""
224.29002
137.57924
153.6256
173.00873
""
80.98809
""
""
57.032146
158.93675
141.71364
189.96848
222.67787
217.5516
""
839.1708
205.20943
""
148.58954
155.32504
""
""
""
""
""
""
""
""
""
""
""
218.76529
95.77272
126.06772
200.8853
348.6122
""
""
""
64.05934
210.53711
138.604
119.363846
193.88622
184.80482
119.97262
175.00383
136.42932
277.99136
126.853386
160.47157
""
""
198.2865
149.09369
""
71.99846
179.30562
""
""
""
""
""
""
""
""
127.50882
106.66064
162.19559
73.087776
""
""
88.03745
120.80753
""
""
""
135.63744
97.525024
54.299374
203.25479
453.04175
212.7028
123.294556
""
""
""
""
""
85.953735
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
79.56081
160.95186
100.71719
135.99413
152.21278
132.84825
""
106.28225
250.87128
106.04546
""
66.768654
87.66686
151.13885
118.92676
115.49251
""
250.00612
338.7061
138.34102
338.08502
""
133.17393
156.90976
239.75322
""
""
""
""
""
""
""
92.7971
2.3877127
122.96072
249.28491
153.75534
122.66866
151.72176
321.5597
191.0682
92.83197
177.41733
227.89903
199.58179
""
""
253.61118
137.792
""
163.49605
""
""
95.679855
91.70831
183.38312
137.36766
142.0442
135.6103
189.85426
""
158.87567
""
""
""
""
""
""
""
""
50.1523
121.88968
112.77175
255.74228
""
91.64001
""
""
359.44626
161.72719
92.46506
273.66644
141.38568
229.46481
""
107.04416
180.13515
""
51.316555
146.2446
""
163.80789
176.67532
""
58.744385
129.55809
""
""
""
""
""
""
""
""
""
156.95486
109.30586
151.52655
185.73422
212.95816
""
144.62209
72.72265
423.6875
85.20063
219.3608
""
93.60238
189.56001
175.70216
95.42901
149.18828
171.98209
250.66864
67.71401
""
""
127.81558
""
61.33307
""
238.02048
""
131.95142
91.829956
106.191826
""
""
""
""
""
""
""
""
""
""
140.1333
""
118.89487
""
90.789185
114.56051
57.69378
55.715088
""
261.72598
148.15764
24.151035
126.952194
""
138.04895
176.44337
171.4112
104.27599
118.36652
111.505806
""
""
""
""
""
""
""
47.986687
63.717484
72.59607
75.693825
""
""
100.33462
57.466232
140.48558
69.05597
194.95737
152.91605
""
262.21835
""
239.75926
82.42074
171.47328
""
958.2823
273.18533
214.04959
77.71917
118.6191
99.52575
104.365715
100.669235
128.72247
""
""
""
""
""
""
""
""
171.30205
128.69601
174.94252
201.42337
61.78045
""
""
162.18307
""
""
60.976814
270.67996
88.951416
217.42711
122.26585
173.61528
""
""
135.83977
162.01413
178.6979
468.76587
50.959686
130.07675
173.26033
97.769936
93.177505
""
""
134.42787
250.77637
128.87057
213.47043
""
""
""
""
""
""
""
""
""
""
""
268.30463
139.83653
206.29213
95.868385
416.92352
206.4864
""
151.65312
221.40729
""
45.02493
223.33899
341.0574
""
85.377045
152.13438
185.78448
""
122.25374
""
""
185.35713
""
""
225.04472
""
""
""
""
""
""
""
""
""
""
""
103.21372
124.038124
210.29424
198.74231
216.14119
""
""
94.07531
107.159256
115.89296
212.25494
""
150.44955
194.54465
""
70.03011
""
123.56028
262.74805
388.6159
105.08797
172.7974
""
""
""
""
""
""
""
""
""
""
""
""
""
132.11473
106.21025
151.80112
""
93.3238
115.776184
121.09604
""
""
150.71712
138.65698
53.70621
498.8068
83.497604
""
248.34854
""
199.59914
80.57402
160.7905
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
209.5927
133.32404
128.19197
115.23837
58.581905
151.61679
160.81909
""
""
""
79.53047
84.158676
""
""
""
207.65451
415.91083
166.80356
128.59549
131.72269
172.6917
""
""
""
147.86014
154.88307
228.1554
232.90604
""
""
""
""
""
""
""
""
""
""
""
""
76.37057
478.83
131.64516
""
151.826
""
153.1832
""
124.974625
86.30877
""
127.07928
162.47675
191.40694
174.24394
90.140976
229.13797
134.51633
114.20696
122.250015
""
102.66054
154.01619
116.00257
124.22235
261.36392
""
""
""
""
""
""
""
237.8195
216.83742
""
194.5491
129.85434
124.53788
153.26973
112.7812
174.07602
""
309.0733
183.00053
176.11787
74.35953
190.90457
115.3705
121.93341
""
133.13898
157.57042
274.4425
95.30008
""
163.95152
254.43452
""
88.51397
151.47545
""
""
""
""
""
""
""
""
107.487946
109.55417
""
222.88165
160.31688
165.34984
135.98268
184.16716
""
105.0043
""
122.59389
152.8873
105.24215
152.09384
180.0798
124.66406
""
75.307816
""
""
""
""
""
""
""
""
""
95.6648
187.67302
191.46678
151.74722
352.8304
""
130.91248
""
146.32155
88.29348
116.22937
274.7036
""
""
125.71954
135.61272
""
284.5765
170.78001
85.6012
180.36104
""
158.96637
229.74951
""
144.03783
120.6979
""
""
""
""
""
""
""
""
""
""
""
""
112.859436
117.84871
84.74409
221.11996
136.39917
52.176113
132.39531
110.20945
108.98725
""
154.97255
89.08827
82.01682
""
46.356163
157.9357
""
70.32399
111.2089
""
""
350.32693
""
""
""
""
""
""
90.89368
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
64.884636
""
""
67.54274
149.96588
168.65736
146.5457
317.69644
98.13706
46.58309
205.60268
157.03316
144.06355
""
125.33461
""
109.29709
137.26552
116.79964
""
""
""
""
""
""
""
""
131.80908
139.24965
6.828822
""
""
143.86998
""
92.3211
""
""
""
""
209.94714
81.78576
""
181.89528
""
268.5478
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
186.59459
185.49461
201.84442
138.11476
199.20316
186.72958
138.54259
259.4493
139.5697
214.78362
""
119.71247
130.62425
136.50476
268.008
148.77597
""
139.79193
253.80154
234.75441
""
""
""
57.907455
""
""
210.44914
124.648605
118.16381
177.29668
""
84.66549
156.58115
""
""
""
""
""
""
""
""
""
169.4973
115.20029
132.07816
87.27447
""
141.26219
""
""
137.1107
188.68962
""
93.53455
""
""
""
389.5335
130.98502
""
""
196.60312
141.21767
164.76216
""
118.87202
""
""
""
""
""
""
""
""
""
""
""
""
219.37482
283.55603
105.91725
""
151.3411
""
109.8711
""
127.76485
73.69696
117.845955
""
102.33548
111.52683
180.21269
305.3273
""
113.14041
118.18647
141.64406
142.13911
99.89035
""
95.84034
79.367966
""
147.15866
""
""
""
""
""
""
""
""
""
297.13913
265.76642
153.13814
114.536705
122.947174
87.46153
""
97.827446
72.37922
199.18665
""
166.23674
""
203.12668
86.60348
335.64026
181.35632
37.267353
""
""
198.79384
153.01517
108.217125
""
""
492.0367
110.84068
149.62634
145.96367
89.72203
""
112.76225
""
""
""
244.3049
""
""
""
""
""
""
""
""
""
""
""
""
""
""
241.849
57.807842
97.97368
145.17651
118.92211
122.64459
244.59872
316.22952
211.0375
""
139.26198
""
211.13037
116.5696
151.10263
307.5166
""
60.069458
""
""
""
161.4547
227.95107
""
79.707085
63.35249
81.16092
""
279.88736
""
""
""
""
""
""
""
""
""
""
""
""
224.92903
131.70468
234.03229
151.61116
151.0428
135.09126
""
144.93689
""
164.1003
""
159.28615
314.81577
149.06175
""
294.98676
""
168.216
293.0387
""
""
""
147.0167
131.76674
397.35202
86.77076
136.99316
""
""
62.27917
156.41586
136.01527
""
""
""
""
""
""
""
""
""
""
""
102.94692
152.04736
""
97.6871
93.14316
414.1888
""
92.18595
135.65512
151.53426
75.42344
""
63.5327
217.325
""
150.91536
80.36227
""
""
157.32219
180.62766
134.33508
102.31296
""
""
""
""
""
""
""
133.35886
""
104.54968
141.03069
219.76624
131.9627
""
""
94.98903
""
239.20526
""
49.42689
""
144.99266
114.96158
152.1809
84.40455
85.65764
""
190.94061
154.31625
219.5047
116.10633
65.610054
""
""
""
""
""
""
""
146.6576
93.90033
137.96564
235.35155
214.22855
175.08447
297.15997
""
79.277275
""
""
63.500027
""
185.75705
192.42308
245.87169
352.00113
""
267.66736
""
111.03245
188.58124
""
""
""
""
""
""
""
""
""
140.02243
146.44252
116.47176
""
""
""
76.73228
68.22945
""
142.62877
""
107.09639
225.61932
""
146.06595
159.0591
126.47684
131.83224
""
132.28285
160.54408
130.14917
""
214.72493
""
""
""
""
""
""
""
""
""
""
140.45898
92.27935
89.39156
""
""
152.6173
""
68.04128
""
292.63358
""
""
110.07671
""
110.080185
""
""
""
""
""
""
""
""
""
""
""
148.5811
125.05478
116.968346
175.32883
""
102.84044
113.6635
""
""
187.6422
164.38681
130.40631
78.48686
133.7849
305.42267
184.51842
61.286522
99.89546
""
""
109.4201
""
98.26703
303.29224
89.274605
113.77111
""
""
""
""
""
""
""
""
""
""
""
""
248.97389
98.026245
138.67888
106.87962
""
""
120.28968
129.12535
""
""
598.98816
188.79848
137.60883
""
""
134.7168
""
85.861786
114.981186
""
""
""
""
""
""
""
""
""
""
""
""
""
78.53333
273.8488
133.7786
93.15226
""
138.23354
423.28543
166.87932
149.94594
""
106.11941
167.68797
151.1249
62.00255
""
190.27571
121.81112
164.76825
137.8583
228.16455
286.5527
135.44221
50.20531
97.5668
332.53308
457.23514
302.82858
210.00397
""
166.77736
""
""
""
""
249.47765
311.55518
64.96835
76.34153
""
""
""
""
295.41104
127.01379
157.87305
115.71758
117.633484
""
194.17111
""
217.08469
""
64.26876
140.49026
""
49.52292
175.66852
218.68207
110.6178
""
132.50479
170.82922
55.834087
66.30826
53.700512
""
""
""
""
""
""
""
""
""
""
""
""
""
""
225.63681
153.89545
125.336685
164.34592
114.74602
74.315865
""
51.17546
108.76132
116.7709
""
86.70161
59.527763
183.05269
150.4664
278.03656
320.905
152.63017
""
143.07466
262.4037
""
78.00353
58.509792
""
93.55057
131.40265
""
164.81786
""
41.136116
79.5713
147.8625
98.21299
""
55.956245
188.7451
148.42827
235.92885
""
386.17407
378.48196
""
""
""
""
""
""
""
""
""
""
""
""
""
271.0372
158.09439
109.06181
214.10992
171.50835
""
141.66167
""
118.48747
82.6542
151.10754
94.27697
64.18149
""
260.54318
472.5392
""
217.27109
153.97197
""
102.99524
213.43465
56.938255
121.15731
""
103.15565
153.40176
""
78.01244
124.03099
135.53156
""
101.29821
""
""
""
""
""
""
""
""
""
""
""
85.52278
188.72469
""
239.68208
61.1883
""
92.158035
139.38994
""
144.78769
111.037285
128.55063
""
188.02481
308.94183
""
68.13784
""
""
417.27167
288.4723
119.83072
""
""
""
""
""
""
""
""
157.79005
168.73372
188.77364
185.88087
127.180084
124.17879
99.267006
""
54.30254
141.6041
143.71237
""
""
95.08646
68.04109
""
91.72458
""
""
""
206.75378
132.79791
154.49434
133.66026
207.53891
107.82229
384.9876
156.49113
""
159.21078
222.24495
269.31625
""
""
""
""
""
""
""
""
304.93472
308.27356
""
581.22797
""
111.56323
173.24832
352.982
143.68738
220.56248
107.15017
261.4173
57.55409
280.00986
""
124.868645
124.6344
109.17664
""
140.7536
57.925385
226.17749
123.42545
""
""
""
""
""
""
124.61926
""
135.45888
151.00864
168.68364
195.968
""
86.504906
87.633736
274.59174
209.44624
71.66344
120.20559
143.18073
118.40867
130.36676
78.2103
180.56038
""
99.40537
234.57498
51.519547
205.80147
""
120.078835
116.708725
41.943367
81.59906
244.14368
""
""
""
""
""
""
""
""
""
""
""
281.82166
210.3865
680.89246
110.95913
248.50659
189.74837
""
""
139.19489
""
""
162.24731
""
131.47368
134.12166
""
157.52379
93.24497
130.95639
137.2611
""
""
""
""
""
""
""
""
""
114.74118
106.20054
80.17996
""
""
154.9032
215.68967
87.20227
""
153.02124
276.07657
""
72.64286
264.93164
119.503456
""
""
180.08377
""
112.96254
""
166.93361
85.31529
""
""
""
""
""
""
""
""
""
""
197.17818
42.370018
271.59784
287.16827
""
91.232285
174.72528
233.01817
129.30264
""
""
""
""
291.7232
219.56369
137.7955
100.35663
""
90.648056
161.41573
140.63957
85.863174
101.83076
""
193.11865
""
115.51177
239.7107
209.33725
142.28232
177.69403
""
""
""
""
""
""
""
""
""
""
112.07466
189.83615
90.31724
135.95062
4.360019
141.21904
156.71292
133.53792
174.51012
137.56216
211.025
515.3411
""
""
""
166.7822
118.82777
91.368126
""
298.38232
184.73097
102.02363
""
""
""
176.90489
282.71036
""
142.04399
""
""
""
""
219.6686
""
""
146.4302
184.29686
""
181.3952
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
180.86238
72.35985
""
306.41925
153.0741
83.02629
108.31154
77.552574
84.20317
""
80.6131
""
84.20954
49.46245
531.0847
210.30174
""
""
206.56435
125.33846
162.61237
82.07108
154.11504
""
""
""
""
""
""
""
""
""
""
""
163.57758
161.7412
116.1839
195.48926
116.063545
278.3881
200.32942
164.27434
""
""
135.95605
156.50853
368.80206
128.6535
184.2882
130.26424
155.6146
""
138.31973
135.53947
137.90279
168.05244
""
93.25002
""
165.9425
148.7535
130.45525
""
""
""
""
""
""
""
143.7619
88.7084
402.69568
160.71068
124.298134
162.14684
283.11664
""
107.896126
""
""
""
61.427376
""
105.84109
174.62689
120.52417
132.4448
""
""
""
112.380806
133.8428
""
""
171.38007
65.443184
""
175.08192
138.84721
116.65702
189.90254
""
""
""
""
""
""
""
""
""
""
""
""
""
""
147.31535
96.03975
195.89989
146.13754
96.307915
98.43194
120.077576
""
""
114.13552
""
199.14047
""
123.661224
920.5384
135.93326
161.27649
""
238.80035
""
""
""
75.1054
268.2966
119.09077
98.43217
""
212.58429
""
132.48619
""
""
123.71342
158.44176
106.47422
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
276.57254
142.01434
201.40546
112.15875
188.85023
179.52304
94.477516
150.27484
""
124.09504
101.48198
""
81.53465
""
171.53575
""
168.30354
""
131.8227
74.69464
148.91727
94.69689
""
""
""
""
""
""
""
""
""
""
148.92062
139.1343
134.27826
165.3186
82.667625
55.68817
""
130.76715
118.39674
147.60558
127.39904
143.29439
23.39169
334.8498
""
""
""
142.5821
113.339096
""
317.05075
60.8372
64.58728
""
156.55693
250.18828
324.12494
135.37462
